id,title_romaji,title_english,episodes,status,average_score,popularity,favourites,genres,studios,source,season,start_date,end_date
1470,City Hunter,,51.0,FINISHED,76.0,21480,501,"Action, Comedy, Mystery","Sunrise, Discotek",MANGA,SPRING,1987-4-6,1988-3-28
1471,City Hunter 2,City Hunter 2,63.0,FINISHED,78.0,6302,148,"Comedy, Mystery","Sunrise, Discotek",MANGA,SPRING,1988-4-2,1989-7-14
1472,City Hunter 3,City Hunter 3,13.0,FINISHED,75.0,5299,72,"Comedy, Mystery","Sunrise, Discotek",MANGA,FALL,1989-10-15,1990-1-21
1473,City Hunter '91,City Hunter '91,13.0,FINISHED,75.0,4981,55,"Action, Comedy, Mystery","Sunrise, Discotek",MANGA,SPRING,1991-4-28,1991-10-10
1482,D.Gray-man,D.Gray-man,103.0,FINISHED,76.0,96469,2486,"Action, Adventure, Drama, Fantasy","TV Tokyo, Aniplex, Dentsu, TMS Entertainment, Funimation, Half H.P Studio, Sony Music Entertainment, Studio Jack",MANGA,FALL,2006-10-3,2008-9-30
1483,MASTER Keaton,,24.0,FINISHED,73.0,8358,101,"Adventure, Drama, Mystery","MADHOUSE, NBCUniversal Entertainment Japan",MANGA,FALL,1998-10-6,1999-3-29
1485,Aka-chan to Boku,Baby and Me,35.0,FINISHED,73.0,4479,86,"Comedy, Drama, Slice of Life","Studio Pierrot, Youmex, Yomiuri Advertising",MANGA,SUMMER,1996-7-11,1997-3-26
1486,Kodomo no Omocha,Kodocha,102.0,FINISHED,78.0,15743,618,"Comedy, Drama, Romance","TV Tokyo, Studio Gallop, NAS, Pony Canyon, Discotek",MANGA,SPRING,1996-4-5,1998-3-27
1490,Ginga Tetsudou Monogatari,The Galaxy Railways,26.0,FINISHED,66.0,2762,27,"Action, Drama, Sci-Fi","Funimation, Planet, Studio Kyuuma, Daiko, Sumitomo Corporation, Fuji Creative Corporation, BS Fuji, CULTURE PUBLISHERS, D-Create, SPO Entertainment Inc.",ORIGINAL,FALL,2003-10-4,2004-4-4
1491,Ginga Tetsudou 999,Galaxy Express 999,113.0,FINISHED,74.0,12578,306,"Adventure, Drama, Mecha, Sci-Fi","Toei Animation, Discotek",MANGA,FALL,1978-9-14,1981-4-9
1492,Project ARMS,Project ARMS,26.0,FINISHED,64.0,2842,29,"Action, Fantasy, Mystery, Sci-Fi, Thriller","TMS Entertainment, TV Tokyo, Discotek",MANGA,SPRING,2001-4-7,2001-9-29
1493,Project ARMS: The 2nd Chapter,Project ARMS: The 2nd Chapter,26.0,FINISHED,66.0,1135,7,"Action, Fantasy, Mystery, Sci-Fi, Thriller","TMS Entertainment, Discotek, TV Tokyo",MANGA,FALL,2001-10-6,2002-3-30
1498,BLACK BLOOD BROTHERS,Black Blood Brothers,12.0,FINISHED,66.0,10984,71,"Action, Comedy, Fantasy, Supernatural","Group TAC, Funimation, Toshiba Entertainment, Happinet Pictures, Studio Live, Hakuhodo DY Music & Pictures",LIGHT_NOVEL,FALL,2006-9-8,2006-11-24
1502,Mahou Shoujo Pretty Sammy (1996),Magical Project S,26.0,FINISHED,64.0,1972,26,"Comedy, Fantasy, Mahou Shoujo","APPP, Pioneer LDC, Studio Tulip, AIC",ORIGINAL,FALL,1996-10-4,1997-3-28
1508,Sci-fi Harry,Sci-fi Harry,20.0,FINISHED,56.0,2577,23,"Drama, Horror, Sci-Fi","APPP, TV Asahi",MANGA,FALL,2000-10-6,2001-3-23
1509,Mamotte! Lollipop,Save Me! Lollipop,13.0,FINISHED,62.0,4437,83,"Adventure, Comedy, Romance","Sunshine Corporation, Marvelous, SKY Perfect Well Think, Amuse Soft Entertainment, Lantis, Delfi Sound, Funimation",MANGA,SUMMER,2006-7-2,2006-9-24
1516,Kirarin☆Revolution,Kirarin Revolution,153.0,FINISHED,67.0,5953,119,"Comedy, Drama, Music, Romance","Shogakukan-Shueisha Productions, SynergySP, Viz Media, G&G Entertainment, MediaNet, Sony Music Entertainment",MANGA,SPRING,2006-4-7,2009-3-27
1517,Silent Mobius,Silent Möbius,26.0,FINISHED,63.0,3583,29,"Action, Comedy, Drama, Fantasy, Horror","Radix, Bandai Entertainment",MANGA,WINTER,1998-1-29,1998-4-7
1519,BLACK LAGOON: The Second Barrage,Black Lagoon: The Second Barrage,12.0,FINISHED,80.0,85766,1674,"Action, Adventure, Drama, Thriller","MADHOUSE, Front Line, Funimation, Selecta Visión, Shogakukan-Shueisha Productions, Geneon Entertainment",MANGA,FALL,2006-10-3,2006-12-19
1524,Fuujin Monogatari,Windy Tales,13.0,FINISHED,71.0,8107,157,"Drama, Fantasy, Slice of Life, Supernatural","Production I.G, Touhouku Shinsha, Sentai Filmworks",ORIGINAL,FALL,2004-9-11,2005-2-26
1530,Kanon (2006),Kanon (2006),24.0,FINISHED,76.0,42320,697,"Drama, Romance, Slice of Life, Supernatural","Kyoto Animation, TBS, Pony Canyon, Movic",VISUAL_NOVEL,FALL,2006-10-5,2007-3-15
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,Sukisho,12.0,FINISHED,59.0,5602,37,"Comedy, Drama, Romance, Slice of Life","ZEXCS, Lantis, Movic, Bandai Visual",VISUAL_NOVEL,WINTER,2005-1-9,2005-3-27
1533,Ai Tenshi Densetsu Wedding Peach,Wedding Peach,51.0,FINISHED,64.0,4218,69,"Adventure, Comedy, Mahou Shoujo, Romance","OLM, KSS, ADV Films, NAS, Studio Jack",MANGA,SPRING,1995-4-5,1996-3-27
1534,Futari wa Precure: Splash☆Star,PreCure Splash Star,49.0,FINISHED,71.0,4504,132,"Action, Adventure, Comedy, Fantasy, Mahou Shoujo",Toei Animation,ORIGINAL,WINTER,2006-2-5,2007-1-28
1535,DEATH NOTE,Death Note,37.0,FINISHED,84.0,747824,41358,"Mystery, Psychological, Supernatural, Thriller","MADHOUSE, VAP, Viz Media, Nippon Television Network, Konami, Ashi Productions, Shueisha, Selecta Visión",MANGA,FALL,2006-10-4,2007-6-27
1536,Busou Renkin,Arms Alchemy,26.0,FINISHED,68.0,22875,221,"Action, Comedy, Fantasy, Supernatural","Xebec, NBCUniversal Entertainment Japan, Viz Media, Yomiko Advertising",MANGA,FALL,2006-10-5,2007-3-29
1537,Genshi Shounen Ryuu,Ryu the Primitive Boy,22.0,FINISHED,56.0,916,15,"Adventure, Romance","Toei Animation, TBS",MANGA,FALL,1971-10-30,1972-3-25
1538,Pumpkin Scissors,Pumpkin Scissors,24.0,FINISHED,68.0,7086,77,"Action, Comedy, Drama","GONZO, GDH, Nomad, Funimation",MANGA,FALL,2006-10-3,2007-3-18
1541,Souten no Ken,Fist of the Blue Sky,22.0,FINISHED,62.0,3066,35,Action,"TV Asahi, Palm Studio, APPP",MANGA,FALL,2006-10-5,2007-3-15
1542,Brain Powerd,Brain Powerd,26.0,FINISHED,59.0,4254,59,"Action, Adventure, Mecha, Sci-Fi","Sunrise, Bandai Visual, WOWOW, Sentai Filmworks, Selecta Visión",ORIGINAL,SPRING,1998-4-8,1998-11-11
1543,Yoake Mae Yori Ruriiro na: Crescent Love,Brighter Than the Dawning Blue,12.0,FINISHED,65.0,6925,50,"Comedy, Romance, Sci-Fi","Daume, Sentai Filmworks",VISUAL_NOVEL,FALL,2006-10-4,2006-12-21
1546,Negima!?,Negima!? Magister Negi Magi,26.0,FINISHED,66.0,16782,112,"Adventure, Comedy, Ecchi, Fantasy, Romance","Shaft, GANSIS, Sentai Filmworks",ORIGINAL,FALL,2006-10-4,2007-3-28
1547,Obake no Q-tarou,,96.0,FINISHED,55.0,348,5,Comedy,"Shin-Ei Animation, Tokyo Movie Shinsha",MANGA,SUMMER,1965-8-29,1967-6-28
1548,Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,42.0,FINISHED,69.0,1952,27,"Drama, Mystery, Sci-Fi",Toei Animation,MANGA,SPRING,1981-4-16,1982-3-25
1550,Attack No.1,,104.0,FINISHED,64.0,2987,42,"Drama, Sports","Tokyo Movie Shinsha, Fuji TV",MANGA,FALL,1969-12-7,1971-11-28
1554,Asatte no Houkou,Living for the Day After Tomorrow,12.0,FINISHED,66.0,4631,25,"Drama, Fantasy, Slice of Life, Supernatural","J.C. Staff, Bandai Visual, Lantis, Sentai Filmworks",MANGA,FALL,2006-10-6,2006-12-22
1555,Tokimeki Memorial: Only Love,Tokimeki Memorial,25.0,FINISHED,64.0,5466,36,"Comedy, Romance","Konami, AIC A.S.T.A.",VIDEO_GAME,FALL,2006-10-3,2007-4-3
1557,Shounen Onmyouji,Shonen Onmyoji,26.0,FINISHED,69.0,6855,67,"Action, Fantasy, Supernatural",Studio DEEN,LIGHT_NOVEL,FALL,2006-10-3,2007-3-13
1559,Shijou Saikyou no Deshi Kenichi,Kenichi: The Mightiest Disciple,50.0,FINISHED,77.0,42122,888,"Action, Comedy","TV Tokyo, Tokyo Movie Shinsha, TMS Entertainment, Discotek",MANGA,FALL,2006-10-7,2007-9-30
1561,Lovedol: Lovely Idol,Lovely Idol,12.0,FINISHED,56.0,1857,6,Music,"AIC, TNK, AIC A.S.T.A., Avex Entertainment, Enterbrain, Pony Canyon Enterprise, Fifth Avenue",OTHER,FALL,2006-10-3,2006-12-19
1562,Yamato Nadeshiko Shichi Henge♥,The Wallflower,25.0,FINISHED,72.0,21820,496,Comedy,"Nippon Animation, Funimation",MANGA,FALL,2006-10-4,2007-3-28
1563,Magic Knight Rayearth II,,29.0,FINISHED,71.0,6143,114,"Adventure, Drama, Fantasy, Mahou Shoujo, Mecha, Romance","TMS Entertainment, Discotek, Dentsu, Yomiuri TV",MANGA,SPRING,1995-4-10,1995-11-27
1564,Pocket Monsters Advanced Generation,Pokémon the Series: Ruby and Sapphire,192.0,FINISHED,69.0,40382,396,"Action, Adventure, Comedy, Fantasy","TV Tokyo, OLM, Shogakukan-Shueisha Productions, Viz Media, 4Kids Entertainment, The Pokemon Company International, TV Tokyo Music, Studio Jack",VIDEO_GAME,FALL,2002-11-21,2006-9-14
1565,Pocket Monsters Diamond & Pearl,Pokémon the Series: Diamond and Pearl,191.0,FINISHED,71.0,34626,463,"Action, Adventure, Comedy, Fantasy","TV Tokyo, OLM, Shogakukan-Shueisha Productions, Viz Media, SoftX, The Pokemon Company International, Nintendo Co. Ltd., Studio Jack",VIDEO_GAME,FALL,2006-9-28,2010-9-9
1567,Kaitou Saint Tail,Mysterious Thief Saint Tail,43.0,FINISHED,73.0,5269,128,"Adventure, Fantasy, Mahou Shoujo, Romance","Tokyo Movie Shinsha, Dentsu, Discotek",MANGA,FALL,1995-10-12,1996-9-12
1568,Sumomomo Momomo: Chijou Saikyou no Yome,,22.0,FINISHED,64.0,11018,80,"Action, Comedy, Romance","TV Asahi, Square Enix, Studio Hibari, Lantis, Movic",MANGA,FALL,2006-10-6,2007-3-16
1569,Otome wa Boku ni Koishiteru,Otoboku: Maidens are Falling for Me,12.0,FINISHED,65.0,10645,62,"Comedy, Drama, Romance, Slice of Life","feel., Starchild Records, Dream Force, GANSIS",VISUAL_NOVEL,FALL,2006-10-8,2006-12-24
1570,Happiness!,,12.0,FINISHED,57.0,5696,18,"Comedy, Romance","Artland, Delfi Sound",VISUAL_NOVEL,FALL,2006-10-6,2006-12-22
1571,Ghost Hunt,Ghost Hunt,25.0,FINISHED,73.0,33493,572,"Comedy, Horror, Mystery, Supernatural","J.C. Staff, TV Tokyo, Avex Entertainment, Marvelous Entertainment, Funimation, Delfi Sound",LIGHT_NOVEL,FALL,2006-10-4,2007-3-28
1572,Jungle Taitei,Kimba the White Lion,52.0,FINISHED,61.0,2157,28,Adventure,"Mushi Production, The Right Stuf International, Media Blasters",MANGA,FALL,1965-10-6,1966-9-28
1573,Kishin Douji ZENKI,Zenki,51.0,FINISHED,64.0,2715,44,"Action, Comedy, Drama, Ecchi, Fantasy, Horror","TV Tokyo, Studio DEEN, Kitty Film, Media Blasters, Yomiuri Advertising",MANGA,WINTER,1995-1-9,1995-12-25
1574,Get Ride! AMDriver,AM Driver,51.0,FINISHED,59.0,625,10,"Adventure, Mecha, Sci-Fi","Studio DEEN, NAS",ORIGINAL,SPRING,2004-4-5,2005-3-28
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,25.0,FINISHED,84.0,383493,23117,"Action, Drama, Mecha, Sci-Fi, Thriller","Sunrise, Mainichi Broadcasting System, Bandai Entertainment, Sony Music Entertainment, Funimation",ORIGINAL,FALL,2006-10-6,2007-7-28
1578,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,Loving Angel Angelique: When Hearts Awaken,13.0,FINISHED,60.0,1626,11,"Adventure, Comedy, Drama, Fantasy, Romance","Lantis, Media Factory, Koei, Satelight",VIDEO_GAME,SUMMER,2006-7-8,2006-9-30
1579,Kiniro no Corda: primo passo,La Corda D'Oro: Primo Passo,25.0,FINISHED,68.0,10093,84,"Comedy, Drama, Music, Romance","Aniplex, Yumeta Company, Hakusensha, Koei, Sentai Filmworks",VISUAL_NOVEL,FALL,2006-10-2,2007-3-26
1581,Gift: eternal rainbow,,12.0,FINISHED,60.0,4561,15,"Comedy, Drama, Romance","OLM, Studio Jack",VISUAL_NOVEL,FALL,2006-10-6,2006-12-22
1583,009-1,009-1,12.0,FINISHED,58.0,4305,31,"Action, Mecha, Sci-Fi","Aniplex, TBS, Ishimori Entertainment",MANGA,FALL,2006-10-6,2006-12-22
1587,Tenpou Ibun Ayakashi Ayashi,Ghost Slayers Ayashi,25.0,FINISHED,64.0,3087,19,Supernatural,"bones, Aniplex, Mainichi Broadcasting System, Bandai Entertainment",ORIGINAL,FALL,2006-10-7,2007-3-31
1588,Mamoru-kun ni Megami no Shukufuku wo!,Venus to Mamoru!,24.0,FINISHED,66.0,4473,31,"Comedy, Romance",ZEXCS,LIGHT_NOVEL,FALL,2006-10-6,2007-3-16
1589,Bartender,Bartender,11.0,FINISHED,69.0,21395,225,"Drama, Slice of Life","Fuji TV, Palm Studio, Sony Music Entertainment, Fujipacific Music",MANGA,FALL,2006-10-15,2006-12-31
1590,Legendz: Yomigaeru Ryuuou Densetsu,Legendz: Tale of the Dragon Kings,50.0,FINISHED,68.0,885,29,"Action, Adventure, Comedy, Fantasy",Studio Gallop,MANGA,SPRING,2004-4-4,2005-3-27
1591,Kujibiki♥Unbalance (TV),,12.0,FINISHED,55.0,2860,7,"Comedy, Romance","Ajiado, Genco, Lantis, Media Factory, Media Blasters",OTHER,SUMMER,2006-7-10,2006-12-23
1592,Hataraki Man,Hataraki Man,11.0,FINISHED,65.0,5303,34,"Comedy, Drama, Romance, Slice of Life","Studio Gallop, Kodansha, Fuji TV, Sony Music Entertainment",MANGA,FALL,2006-10-13,2006-12-22
1594,Jigoku Shoujo: Futakomori,Hell Girl: Two Mirrors,26.0,FINISHED,75.0,22967,235,"Horror, Psychological, Supernatural","Aniplex, Studio DEEN, SKY Perfect Well Think, Sentai Filmworks",ORIGINAL,FALL,2006-10-6,2007-4-7
1599,EAT-MAN'98,EAT-MAN '98,12.0,FINISHED,63.0,1941,18,"Action, Adventure, Sci-Fi","Discotek, Studio DEEN, Mitsubishi Corporation, BeSTACK, d-rights, Bandai Visual",MANGA,FALL,1998-10-8,1998-12-23
1600,Galaxy Angel Rune,Galaxy Angel Rune,13.0,FINISHED,60.0,1296,9,"Comedy, Sci-Fi","MADHOUSE, Bandai Visual, Satelight, Broccoli, Sunny Side Up",ORIGINAL,FALL,2006-10-2,2006-12-25
1601,Red Garden,Red Garden,22.0,FINISHED,65.0,8212,51,"Drama, Mystery, Psychological, Supernatural","GONZO, GDH, Funimation",ORIGINAL,FALL,2006-10-4,2007-3-14
1602,Soukou no Strain,STRAIN: Strategic Armored Infantry,13.0,FINISHED,65.0,4101,26,"Drama, Ecchi, Mecha, Sci-Fi","Studio Fantasia, Funimation, Happinet Pictures",ORIGINAL,FALL,2006-11-2,2007-2-15
1603,Super Robot Taisen OG: Divine Wars,Super Robot Wars The Original Generation: The Divine Wars,25.0,FINISHED,62.0,1934,14,"Action, Mecha, Sci-Fi","OLM, GDH, Genco, Media Blasters",VIDEO_GAME,FALL,2006-10-5,2007-3-29
1604,Katekyou Hitman REBORN!,REBORN!,203.0,FINISHED,76.0,81359,2964,"Action, Comedy","Artland, Dentsu, Marvelous Entertainment, Pony Canyon, d-rights, Discotek",MANGA,FALL,2006-10-7,2010-9-25
1606,Kekkaishi,Kekkaishi,52.0,FINISHED,72.0,16107,198,"Action, Adventure, Comedy, Romance, Supernatural","Sunrise, Viz Media, YTV",MANGA,FALL,2006-10-16,2008-2-5
1607,Venus Versus Virus,Venus Versus Virus,12.0,FINISHED,57.0,4574,24,"Drama, Romance, Supernatural","Studio Hibari, Funimation, TBS, Venus Vangard, Half H.P Studio, BS-i",MANGA,WINTER,2007-1-12,2007-3-30
1608,Salaryman Kintarou,,20.0,FINISHED,68.0,2446,21,"Action, Comedy, Drama","TBS, JCF, Cosmos, Echo",MANGA,WINTER,2001-2-18,2001-3-18
1614,Captain Tsubasa: Road to 2002,Captain Tsubasa,52.0,FINISHED,71.0,9613,171,"Action, Sports",MADHOUSE,MANGA,FALL,2001-10-7,2002-10-6
1617,Massugu ni Ikou,,4.0,FINISHED,61.0,1146,7,"Comedy, Drama, Fantasy, Slice of Life",Yumeta Company,MANGA,SUMMER,2003-8-18,2003-8-21
1618,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),,26.0,FINISHED,59.0,1977,16,"Action, Adventure, Sci-Fi","J.C. Staff, Kadokawa Shoten",OTHER,SPRING,1999-4-4,1999-9-26
1623,G-on Riders,,13.0,FINISHED,55.0,1478,11,"Comedy, Drama, Ecchi, Sci-Fi","Shaft, TNK",ORIGINAL,SUMMER,2002-7-2,2002-10-1
1628,Maou Dante,Demon Lord Dante,13.0,FINISHED,57.0,2422,22,"Action, Horror, Supernatural","Magic Bus, AT-X, Dynamic Planning, Discotek",MANGA,SUMMER,2002-8-31,2002-11-21
1629,Devilman Lady,The Devil Lady,26.0,FINISHED,64.0,6555,84,"Action, Drama, Horror, Psychological, Supernatural","Toei Animation, TMS Entertainment, ADV Films, Dynamic Planning",MANGA,FALL,1998-10-10,1999-5-8
1638,Peter Pan no Bouken,Peter Pan & Wendy,41.0,FINISHED,59.0,1291,8,"Adventure, Fantasy","Nippon Animation, Fuji TV",OTHER,WINTER,1989-1-15,1989-12-24
1642,Sugar Sugar Rune,,51.0,FINISHED,73.0,10263,315,"Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Romance, Slice of Life","Studio Pierrot, TV Tokyo Music, Marvelous Entertainment, TV Tokyo",MANGA,SUMMER,2005-7-2,2006-6-24
1650,Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,26.0,FINISHED,71.0,8234,138,"Action, Adventure, Drama, Sci-Fi","Academy Productions, Group TAC",ORIGINAL,FALL,1974-10-6,1975-3-30
1651,Uchuu Senkan Yamato 2,Star Blazers: The Comet Empire,26.0,FINISHED,71.0,2347,27,"Drama, Sci-Fi","Academy Productions, Group TAC",ORIGINAL,FALL,1978-10-14,1979-4-7
1652,Uchuu Senkan Yamato 3,Star Blazers: The Bolar Wars,25.0,FINISHED,67.0,1881,23,"Drama, Sci-Fi","Academy Productions, Group TAC",ORIGINAL,FALL,1980-10-11,1981-4-4
1655,Nerima Daikon Brothers,Nerima Daikon Brothers,12.0,FINISHED,66.0,1779,22,"Comedy, Music","Aniplex, Studio Hibari",ORIGINAL,WINTER,2006-1-9,2006-3-27
1660,Kurogane Communication,Kurogane Communication,24.0,FINISHED,62.0,1736,13,"Action, Adventure, Drama, Sci-Fi","APPP, Pony Canyon, Media Blasters",MANGA,FALL,1998-10-5,1999-3-29
1661,Cutey Honey,Cutie Honey,25.0,FINISHED,60.0,6023,83,"Action, Adventure, Ecchi, Mahou Shoujo, Sci-Fi","Toei Animation, Discotek, Dynamic Planning",MANGA,FALL,1973-10-13,1974-3-30
1663,Haha wo Tazunete Sanzenri,3000 Leagues in Search of Mother,52.0,FINISHED,72.0,4024,83,"Adventure, Drama",Nippon Animation,OTHER,WINTER,1976-1-4,1976-12-26
1664,Babel Nisei (2001),Babel II: Beyond Infinity,13.0,FINISHED,57.0,1010,10,"Action, Adventure, Mystery, Sci-Fi, Supernatural","Vega Entertainment, Media Blasters, Tsuburaya Eizou, MediaNet",MANGA,FALL,2001-10-5,2001-12-28
1666,Babel Nisei (1973),,39.0,FINISHED,57.0,712,9,"Adventure, Mecha, Sci-Fi, Supernatural","Toei Animation, TV Asahi",MANGA,WINTER,1973-1-1,1973-9-24
1667,Barom One,Barom One,13.0,FINISHED,48.0,819,2,"Action, Sci-Fi, Supernatural","AT-X, E&G Films, Enoki Films",MANGA,FALL,2002-12-7,2003-3-22
1668,Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,52.0,FINISHED,66.0,9561,138,"Action, Adventure, Comedy, Sci-Fi, Sports","MADHOUSE, d-rights, Discotek, Nippon Animation",MANGA,WINTER,2003-1-6,2003-12-29
1669,Bakuten Shoot Beyblade 2002,Beyblade V-Force,51.0,FINISHED,63.0,11757,112,"Action, Adventure, Comedy, Sci-Fi, Sports","d-rights, Heewon Entertainment, Nippon Animation, Discotek, Synergy Japan, Seoul Animation",MANGA,WINTER,2002-1-7,2002-12-30
1672,Bomberman B-Daman Bakugaiden,Bomber Man & Marbleman's Explosive Side Story,48.0,FINISHED,59.0,723,7,"Comedy, Sci-Fi",MADHOUSE,VIDEO_GAME,WINTER,1998-2-7,1999-1-31
1673,Bomberman B-Daman Bakugaiden V,,50.0,FINISHED,59.0,573,5,Sci-Fi,"MADHOUSE, Nagoya Broadcasting Network",VIDEO_GAME,WINTER,1999-2-7,2000-1-30
1674,Captain Tsubasa J,,47.0,FINISHED,69.0,4969,59,Sports,"NAS, Studio Jack, Studio Comet",MANGA,FALL,1994-10-21,1995-12-22
1675,Chou Robot Seimeitai Transformers Micron Densetsu,Transformers: Armada,52.0,FINISHED,66.0,2370,65,"Action, Mecha, Sci-Fi","Hasbro, Actas, Nihon Ad Systems, TV Tokyo",OTHER,WINTER,2003-1-10,2003-12-26
1676,Cosmo Warrior Zero,Cosmo Warrior Zero,13.0,FINISHED,63.0,1559,16,"Action, Adventure, Sci-Fi","AT-X, Media Blasters, Vega Entertainment, MediaNet, Tsuburaya Eizou",VIDEO_GAME,SUMMER,2001-7-6,2001-9-28
1677,Young Harlock o Oe! Cosmo Warrior Zero Gaiden,,2.0,FINISHED,61.0,815,8,"Drama, Sci-Fi","Media Blasters, Vega Entertainment",VIDEO_GAME,SUMMER,2001-6-21,2001-6-21
1678,Cyborg 009: THE CYBORG SOLDIER,Cyborg 009: The Cyborg Soldier,51.0,FINISHED,69.0,6518,124,"Action, Adventure, Mecha, Sci-Fi","Avex Entertainment, Vistec Entertainment",MANGA,FALL,2001-10-14,2002-10-13
1684,Dotto KONI-chan,,26.0,FINISHED,68.0,1292,17,Comedy,"Shaft, Genco, Animax",ORIGINAL,FALL,2000-11-26,2001-5-29
1685,Duel Masters,,26.0,FINISHED,52.0,3976,26,"Action, Adventure, Comedy","Studio Hibari, Studio Jack, Hasbro, A.C.G.T., Shogakukan-Shueisha Productions",MANGA,FALL,2002-10-21,2003-4-4
1688,Nanatsu-iro★Drops,,12.0,FINISHED,65.0,3700,24,"Fantasy, Mahou Shoujo, Romance",diomedéa,VISUAL_NOVEL,SUMMER,2007-7-3,2007-9-18
1690,Bokurano,Bokurano,24.0,FINISHED,73.0,39463,359,"Drama, Mecha, Psychological, Sci-Fi","GONZO, diomedéa",MANGA,SPRING,2007-4-9,2007-9-25
1691,Kaze no Stigma,Kaze no Stigma,24.0,FINISHED,67.0,62755,615,"Action, Drama, Fantasy, Romance","GONZO, Funimation",LIGHT_NOVEL,SPRING,2007-4-13,2007-9-21
1693,REIDEEN,,26.0,FINISHED,61.0,1999,12,"Action, Mecha, Sci-Fi","Production I.G, WOWOW, Tohokushinsha Film Corporation",OTHER,WINTER,2007-2-4,2007-8-25
1694,Idolm@ster Xenoglossia,IDOLM@STER: XENOGLOSSIA,26.0,FINISHED,58.0,5729,33,"Action, Comedy, Mecha, Romance, Sci-Fi","Sunrise, Sentai Filmworks",ORIGINAL,SPRING,2007-4-3,2007-9-26
1695,Les Misérables: Shoujo Cosette,,52.0,FINISHED,77.0,7323,161,"Drama, Slice of Life",Nippon Animation,OTHER,WINTER,2007-1-7,2007-12-30
1698,Nodame Cantabile,,23.0,FINISHED,80.0,50643,902,"Comedy, Drama, Music, Romance, Slice of Life","J.C. Staff, Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fujipacific Music, Trilogy Future Studio",MANGA,WINTER,2007-1-12,2007-6-15
1699,Romeo x Juliet,,24.0,FINISHED,71.0,26587,316,"Drama, Fantasy, Romance","GONZO, GDH, Funimation, Kadokawa Shoten, CBC, SKY Perfect Well Think",OTHER,SPRING,2007-4-5,2007-9-26
1703,TOKYO TRIBE 2,,13.0,FINISHED,57.0,2646,12,"Action, Drama","MADHOUSE, Sony Music Entertainment, WOWOW",MANGA,FALL,2006-11-12,2007-2-18
1704,EAT-MAN,,12.0,FINISHED,59.0,3230,21,"Action, Adventure, Sci-Fi","Bandai Visual, Studio DEEN, Discotek",MANGA,WINTER,1997-1-9,1997-3-27
1705,Genma Taisen: Shinwa Zenya no Shou,Genma Wars: Eve of Mythology,13.0,FINISHED,47.0,768,6,"Adventure, Drama, Horror, Sci-Fi, Supernatural","Media Blasters, AT-X, E&G Films, MediaNet, Tsuburaya Eizou",MANGA,WINTER,2002-2-2,2002-5-11
1706,Gun Frontier,,13.0,FINISHED,62.0,2692,25,"Action, Adventure, Sci-Fi","Vega Entertainment, MediaNet, AT-X, Discotek",MANGA,SPRING,2002-3-28,2002-6-20
1707,Kinnikuman Nisei,Ultimate Muscle,51.0,FINISHED,67.0,4602,95,"Action, Comedy, Sci-Fi, Sports","TV Tokyo, Toei Animation, Yomiuri Advertising, Discotek",MANGA,WINTER,2002-1-9,2002-12-25
1708,Majuu Sensen: THE APOCALYPSE,Beast Fighter: The Apocalypse,13.0,FINISHED,51.0,832,5,"Action, Fantasy","Magic Bus, Dynamic Planning",MANGA,WINTER,2003-2-23,2003-5-18
1710,Rockman.EXE,MegaMan NT Warrior,56.0,FINISHED,65.0,7963,125,"Action, Adventure, Comedy, Sci-Fi","TV Tokyo, Xebec, Shogakukan-Shueisha Productions, Viz Media, NAS, Half H.P Studio",VIDEO_GAME,SPRING,2002-3-4,2003-3-31
1711,Ryuusei Sentai Musumet,,13.0,FINISHED,60.0,868,12,"Adventure, Comedy, Ecchi, Romance, Sci-Fi","Pony Canyon, Pony Canyon Enterprise, TNK",ORIGINAL,FALL,2004-10-4,2004-12-27
1712,Shin Seiki Den Mars,,13.0,FINISHED,52.0,651,11,"Mecha, Sci-Fi","Plum, MediaNet, AT-X, NEW SELECT, Tsuburaya Eizou, Studio Guts",MANGA,FALL,2002-10-31,2003-2-6
1713,Submarine Super 99,,13.0,FINISHED,64.0,791,8,"Action, Adventure, Sci-Fi","Pony Canyon Enterprise, AT-X, Vega Entertainment, Tsuburaya Eizou, TV Tokyo",MANGA,SPRING,2003-5-8,2003-7-31
1721,Hitohira,,12.0,FINISHED,63.0,3381,11,"Drama, Romance, Slice of Life","Xebec, Genco, ASCII Media Works",MANGA,SPRING,2007-3-28,2007-6-13
1722,Nagasarete Airantou,Nagasarete Airanto,26.0,FINISHED,67.0,16640,202,"Comedy, Ecchi, Fantasy, Romance","feel., GANSIS, Starchild Records",MANGA,SPRING,2007-4-5,2007-9-27
1724,Saint October,,26.0,FINISHED,61.0,1854,13,"Adventure, Drama, Fantasy, Mahou Shoujo, Mystery","Konami, Studio Comet, Yomiko Advertising, Delfi Sound",ORIGINAL,WINTER,2007-1-5,2007-6-29
